source,source_text_id,source_sentence_id,language_stage,script_type,genre,period,hieroglyphs,mdc,sign_sequence,transliteration_gold,translation,lemma_sequence,upos,glossing,grammar_notes,source_ref,review_status,formula_type,deity,recipient,offering_items,formula_slot,display_sequence,normalized_reading_order,alt_transliterations,variant_writing_note,morphology_note,syntax_note,aesthetic_arrangement_flag
TLA,TLA_EARLIER_11316,S11316,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇋𓏤 𓂔𓅆 𓈖 𓍹𓏏𓏏𓇋𓍺 𓇋𓏎𓈖 𓇬𓏘𓏘 𓍹𓏏𓏏𓇋𓍺 𓎛𓈖𓂝 𓎡,ka n tt ni wnm tt hna k,ꞽ kꜣ n(.ꞽ) ttꞽ ꞽni̯ wnm ttꞽ ḥnꜥ =k,ꞽ kꜣ n(.ꞽ) ttꞽ ꞽni̯ wnm ttꞽ ḥnꜥ =k,"O Ka des Teti, hol herbei, damit Teti zusammen mit dir essen kann.",20030|ꞽ 162870|kꜣ 79800|n.ꞽ 450656|Ttꞽ 26870|ꞽni̯ 46710|wnm 450656|Ttꞽ 106200|ḥnꜥ 10110|=k,INTJ NOUN ADJ PROPN VERB VERB PROPN ADP PRON,INTJ N.m PREP-adjz:m.sg ROYLN V\imp.sg V\tam.act ROYLN PREP:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11316,seed,,,,,,𓇋𓏤 𓂔𓅆 𓈖 𓍹𓏏𓏏𓇋𓍺 𓇋𓏎𓈖 𓇬𓏘𓏘 𓍹𓏏𓏏𓇋𓍺 𓎛𓈖𓂝 𓎡,ka n tt ni wnm tt hna k,,,,,False
TLA,TLA_EARLIER_11317,S11317,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇓𓏏𓂋𓐍 𓇓𓏏𓏞𓂝𓏝𓈖 𓊪𓏏𓎛𓊪𓈖𓎛 𓅐 𓆑 𓇓𓏏𓂋𓐍 𓇋𓏠𓈖𓆓𓆑𓄿𓋴,r-kht-nswt zkhaw-a-n-nswt phw-n-pth mwt f rt-kht-nswt mn-djfas,(ꞽ)r(.ꞽ-ꞽ)ḫ(.t)-nswt zẖꜣ.w-ꜥ-n-nswt pḥ(.w)-n-ptḥ mw.t =f (ꞽ)r(.ꞽt-ꞽ)ḫ(.t)-nswt ꞽmn-ḏfꜣ=s,(ꞽ)r(.ꞽ-ꞽ)ḫ(.t)-nswt zẖꜣ.w-ꜥ-n-nswt pḥ(.w)-n-ptḥ mw.t =f (ꞽ)r(.ꞽt-ꞽ)ḫ(.t)-nswt ꞽmn-ḏfꜣ=s,"Der Verwalter des Königsvermögens und Aktenschreiber des Königs Pehu-en-Ptah und seine Mutter, die Verwalterin des Königsvermögens Imen-djefaes.",95740|ꞽr.ꞽ-ꞽḫ.t-nswt 550047|zẖꜣ.w-ꜥ-n-nswt 701539|Pḥ.w-n-Ptḥ 69040|mw.t 10050|=f 95750|ꞽr.ꞽt-ꞽḫ.t-nswt 701986|Ꞽmn-ḏfꜣ=s,NOUN NOUN PROPN NOUN PRON NOUN PROPN,TITL TITL PERSN N.f:stpr -3sg.m TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11317,seed,,,,,,𓇓𓏏𓂋𓐍 𓇓𓏏𓏞𓂝𓏝𓈖 𓊪𓏏𓎛𓊪𓈖𓎛 𓅐 𓆑 𓇓𓏏𓂋𓐍 𓇋𓏠𓈖𓆓𓆑𓄿𓋴,r-kht-nswt zkhaw-a-n-nswt phw-n-pth mwt f rt-kht-nswt mn-djfas,,,,,False
TLA,TLA_EARLIER_11318,S11318,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇋𓂧𓀔,dw,ꞽdw,ꞽdw,Idu.,450309|Ꞽdw,PROPN,PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11318,seed,,,,,,𓇋𓂧𓀔,dw,,,,,False
TLA,TLA_EARLIER_11319,S11319,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓂝𓂋𓆑𓎤 𓊪𓏲 𓈖 𓐍𓃀𓂧𓏏𓅪𓏥 𓎟𓏏,arf pw n khbdt nbt,ꜥrf pw n ḫbd.t nb.t,ꜥrf pw n ḫbd.t nb.t,(Und) es ist ein Beutel von allen möglichen tadelnswerten Sachen.,39490|ꜥrf 59741|pw 79800|n.ꞽ 115980|ḫbḏ.t 81660|nb,NOUN PRON ADJ NOUN ADJ,N.m dem PREP-adjz:m.sg N.f ADJ:f.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=11319,seed,,,,,,𓂝𓂋𓆑𓎤 𓊪𓏲 𓈖 𓐍𓃀𓂧𓏏𓅪𓏥 𓎟𓏏,arf pw n khbdt nbt,,,,,False
TLA,TLA_EARLIER_11320,S11320,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓇓𓏏𓈖𓅆 𓁹𓏏 𓆑𓏭 𓇓𓏏𓈖𓇋𓇋𓏏𓏛𓏫 𓅓 𓇾𓈇𓏤 𓊪𓈖 𓂋𓇥𓂋 𓆑,nswt rit f nswyt m ta pn r-djr f,nswt ꞽri̯.t(ꞽ) =fꞽ nsw.yt m tꜣ pn r-ḏr =f,nswt ꞽri̯.t(ꞽ) =fꞽ nsw.yt m tꜣ pn r-ḏr =f,"""(Das ist) ein König, der die Königsherrschaft ausüben wird in diesem ganzen Land!""",88040|nswt 28550|ꞽri̯ 851172|=fꞽ 88090|nsw.yt 400007|m 400096|tꜣ 59920|pn 92500|r-ḏr 10050|=f,NOUN VERB PRON NOUN ADP NOUN PRON ADP PRON,N V:ptcp.post-m.sg -3sg.m N.f PREP N.m dem.m.sg PREP:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11320,seed,,,,,,𓇓𓏏𓈖𓅆 𓁹𓏏 𓆑𓏭 𓇓𓏏𓈖𓇋𓇋𓏏𓏛𓏫 𓅓 𓇾𓈇𓏤 𓊪𓈖 𓂋𓇥𓂋 𓆑,nswt rit f nswyt m ta pn r-djr f,,,,,False
TLA,TLA_EARLIER_11321,S11321,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓄤𓆑𓂋𓅱𓏭 𓄔𓅓 𓅭𓀀 𓈖 𓇋𓏏𓆑𓀀 𓆑,nfrw sdjm za n t f,nfr.wꞽ sḏm zꜣ n ꞽt =f,nfr.wꞽ sḏm zꜣ n ꞽt =f,"Wie schön ist es, (wenn) ein Sohn auf seinen Vater hört!",550034|nfr 150560|sḏm 125510|zꜣ 400055|n 32820|ꞽtꞽ 10050|=f,ADJ VERB NOUN ADP NOUN PRON,ADJ-excl V\tam.act N.m PREP N.m:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11321,seed,,,,,,𓄤𓆑𓂋𓅱𓏭 𓄔𓅓 𓅭𓀀 𓈖 𓇋𓏏𓆑𓀀 𓆑,nfrw sdjm za n t f,,,,,False
TLA,TLA_EARLIER_11322,S11322,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓈎𓂋𓌠𓋴𓊭𓏏 𓅓 <g>G131B</g> 𓀘 𓄤 𓇓𓏏𓂋𓐍 𓍿𓏏𓅱𓏏,qrst m khr-ntjr awit nfr rt-kht-nswt tjtwt,qrs.tꞽ m ẖr-nṯr ꞽꜣwi̯(.t) nfr (ꞽ)r(.ꞽt-ꞽ)ḫ(.t)-nswt ṯtw.t,qrs.tꞽ m ẖr-nṯr ꞽꜣwi̯(.t) nfr (ꞽ)r(.ꞽt-ꞽ)ḫ(.t)-nswt ṯtw.t,"Sie möge bestattet sein in der Nekropole, indem sie schön alt ist, die Verwalterin des Königsvermögens Tjetut.",161940|qrs 400007|m 124070|ẖr-nṯr 20480|ꞽꜣwi̯ 400458|nfr 95750|ꞽr.ꞽt-ꞽḫ.t-nswt 709352|Ṯtw.t,VERB ADP NOUN VERB ADV NOUN PROPN,V\res-3sg.f PREP N.m V\res-3sg.f ADV TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11322,seed,,,,,,𓈎𓂋𓌠𓋴𓊭𓏏 𓅓 <g>G131B</g> 𓀘 𓄤 𓇓𓏏𓂋𓐍 𓍿𓏏𓅱𓏏,qrst m khr-ntjr awit nfr rt-kht-nswt tjtwt,,,,,False
TLA,TLA_EARLIER_11323,S11323,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓅓𓄟𓏏,msit,msi̯.t,msi̯.t,Das Gebären.,74950|msi̯,VERB,V\inf,,data/raw/tla_earlier/tla_earlier.parquet#row=11323,seed,,,,,,𓅓𓄟𓏏,msit,,,,,False
TLA,TLA_EARLIER_11324,S11324,Earlier Egyptian,hieroglyphic/hieratic,unknown,Second Intermediate Period,𓇋𓈖 𓋴𓂝𓈎𓏏𓂻 𓈖 𓈎𓌳𓄿𓅓𓏏𓌙𓅯𓏛 𓎛𓂝𓄹𓏥 𓆑,n saqt n qmamt hapl f,ꞽn sꜥq.t n qmꜣm.t ḥꜥ.PL =f,ꞽn sꜥq.t n qmꜣm.t ḥꜥ.PL =f,"fürwahr (?), etwas, das sich einen Zugang erzwungen hat (?; oder: etwas, das hineingelassen wurde), nicht etwas, das sein (d.h. des Patienten) Körper (selbst) erschaffen hat.",853604|ꞽn 129310|sꜥq 78890|n 160570|qmꜣ 101950|ḥꜥ.w 10050|=f,PART VERB PART VERB NOUN PRON,PTCL V\ptcp.pass.f.sg PTCL V\rel.f.sg N.m:stpr -3sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11324,seed,,,,,,𓇋𓈖 𓋴𓂝𓈎𓏏𓂻 𓈖 𓈎𓌳𓄿𓅓𓏏𓌙𓅯𓏛 𓎛𓂝𓄹𓏥 𓆑,n saqt n qmamt hapl f,,,,,False
TLA,TLA_EARLIER_11325,S11325,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓋹 𓆑 𓋹 𓍹𓃹𓈖𓇋𓋴𓍺 𓊪𓈖,ankh f ankh wns pn,ꜥnḫ =f ꜥnḫ wnꞽs pn,ꜥnḫ =f ꜥnḫ wnꞽs pn,"Lebt er, lebt dieser Unas.",38530|ꜥnḫ 10050|=f 38530|ꜥnḫ 800001|Wnꞽs 59920|pn,VERB PRON VERB PROPN PRON,V\tam.act:stpr -3sg.m V\tam.act ROYLN dem.m.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=11325,seed,,,,,,𓋹 𓆑 𓋹 𓍹𓃹𓈖𓇋𓋴𓍺 𓊪𓈖,ankh f ankh wns pn,,,,,False
TLA,TLA_EARLIER_11326,S11326,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇋𓐍𓂋<g>D287</g> 𓋴𓇦𓂋<g>Q18</g> 𓊃𓃀𓈖,:khr sdjr zbn,ꞽ:ḫr sḏr zbn,ꞽ:ḫr sḏr zbn,"Falle, leg dich hin/bleib liegen, kriech davon!",119610|ḫr 150740|sḏr 131760|zbn,VERB VERB VERB,V\imp.sg V\imp.sg V\imp.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=11326,seed,,,,,,𓇋𓐍𓂋<g>D287</g> 𓋴𓇦𓂋<g>Q18</g> 𓊃𓃀𓈖,:khr sdjr zbn,,,,,False
TLA,TLA_EARLIER_11327,S11327,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓋴𓏠𓈖𓐍𓍊𓏛 𓁹𓏏 𓅓 𓂋𓐍𓏏𓏛𓈖 𓎢,smnkh rit m rkhtn k,smnḫ ꞽri̯.t m rḫ.t.n =k,smnḫ ꞽri̯.t m rḫ.t.n =k,"Mache das, was zu tun ist, (?) vorzüglich, als/zu/mit etwas, mit dem du vertraut bist (wörtl.: was du kennengelernt hast)!",135360|smnḫ 28590|ꞽr.yt 64360|m 95620|rḫ 10110|=k,VERB NOUN ADP VERB PRON,V\imp.sg N.f PREP V\rel.f.sg-ant:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11327,seed,,,,,,𓋴𓏠𓈖𓐍𓍊𓏛 𓁹𓏏 𓅓 𓂋𓐍𓏏𓏛𓈖 𓎢,smnkh rit m rkhtn k,,,,,False
TLA,TLA_EARLIER_11328,S11328,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓎸𓅓 𓍿 𓍹𓊪𓊪𓇋𓇋𓍺 𓅓 𓋹 𓌀,khnm tj ppy m ankh was,ẖnm =ṯ ppy m ꜥnḫ wꜣs,ẖnm =ṯ ppy m ꜥnḫ wꜣs,"Mögest du Pepi umfangen, in Leben und Wohlergehen;",123420|ẖnm 10120|=ṯ 400313|Ppy 64362|m 38540|ꜥnḫ 43300|wꜣs,VERB PRON PROPN ADP NOUN NOUN,V\tam.act:stpr -2sg.f ROYLN PREP N.m N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11328,seed,,,,,,𓎸𓅓 𓍿 𓍹𓊪𓊪𓇋𓇋𓍺 𓅓 𓋹 𓌀,khnm tj ppy m ankh was,,,,,False
TLA,TLA_EARLIER_11329,S11329,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓇋𓏲 𓅧𓅱𓈀𓏥 𓎢 𓅓 𓍁𓂝𓉐,w aqw k m shna,ꞽw ꜥq.w =k m šnꜥ,ꞽw ꜥq.w =k m šnꜥ,(und) deine Nahrung (oder: dein Einkommen) liegt im Produktionshaus.,851515|ꞽw 41470|ꜥq.w 10110|=k 400007|m 155900|šnꜥ.w,PART NOUN PRON ADP NOUN,PTCL N.m:stpr -2sg.m PREP N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11329,seed,,,,,,𓇋𓏲 𓅧𓅱𓈀𓏥 𓎢 𓅓 𓍁𓂝𓉐,w aqw k m shna,,,,,False
TLA,TLA_EARLIER_11330,S11330,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓅧𓈎𓏏 𓅓 𓐍𓅱𓏏 𓐍𓅱𓈖 𓍿𓅱 𓇋𓏏 𓎡 𓅬𓃀𓅆,aqt m khwt khwin tjw t k gbb,ꜥq.t m ḫw.t ḫwi̯.n ṯw ꞽt(ꞽ) =k gbb,ꜥq.t m ḫw.t ḫwi̯.n ṯw ꞽt(ꞽ) =k gbb,"Du bist in den Schutz eingetreten, (denn) dein Vater Geb hat dich geschützt.",41180|ꜥq 64360|m 114970|ḫw.t 115110|ḫwi̯ 174900|ṯw 32820|ꞽtꞽ 10110|=k 167010|Gbb,VERB ADP NOUN VERB PRON NOUN PRON PROPN,V\res-2sg.m PREP N.f V\tam.act-ant =2sg.m N.m:stpr -2sg.m DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=11330,seed,,,,,,𓅧𓈎𓏏 𓅓 𓐍𓅱𓏏 𓐍𓅱𓈖 𓍿𓅱 𓇋𓏏 𓎡 𓅬𓃀𓅆,aqt m khwt khwin tjw t k gbb,,,,,False
TLA,TLA_EARLIER_11331,S11331,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓇋𓂋 𓇋𓈎𓂋𓏛 𓎢 𓎼𓂋𓍅𓏛 𓎢 𓉐𓏤 𓎢,r qr k grg k pr k,ꞽr ꞽqr =k grg =k pr =k,ꞽr ꞽqr =k grg =k pr =k,"Wenn du dazu in der Lage bist (wörtl.: fähig bist), dann sollst du deinen Haushalt gründen.",28150|ꞽr 32240|ꞽqr 10110|=k 168000|grg 10110|=k 60220|pr 10110|=k,ADP VERB PRON VERB PRON NOUN PRON,PREP V\tam.act:stpr -2sg.m V\tam.act:stpr -2sg.m N.m:stpr -2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11331,seed,,,,,,𓇋𓂋 𓇋𓈎𓂋𓏛 𓎢 𓎼𓂋𓍅𓏛 𓎢 𓉐𓏤 𓎢,r qr k grg k pr k,,,,,False
TLA,TLA_EARLIER_11332,S11332,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇓𓏏𓈖𓀆 𓍹𓅱𓆑𓅱𓍺𓊹𓍛 𓏅𓏏𓈙 𓂧𓈖𓂂𓄓𓋴𓐪 𓅭 𓆑 𓈖𓋴𓃀,wab-nswt hm-ntjr-khwif-w khnt-sh n-sw-qd za f snb-ankh,wꜥb-nswt ḥm-nṯr-ḫwi̯=f-wꞽ ḫnt.ꞽ-š n.ꞽ-sw-qd zꜣ =f snb-ꜥnḫ,wꜥb-nswt ḥm-nṯr-ḫwi̯=f-wꞽ ḫnt.ꞽ-š n.ꞽ-sw-qd zꜣ =f snb-ꜥnḫ,"Der Wab-Priester des Königs und Priester des Cheops, der Chentischi (Pächter ?) Ni-su-qed und sein Sohn Seneb-anch.",44590|wꜥb-nswt 850713|ḥm-nṯr-Ḫwi̯=f-wꞽ 99015|ḫnt.ꞽ-š 200007|N.ꞽ-sw-qd 125510|zꜣ 10050|=f 706840|Snb-ꜥnḫ,NOUN NOUN NOUN PROPN NOUN PRON PROPN,TITL TITL TITL PERSN N.m:stpr -3sg.m PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11332,seed,,,,,,𓇓𓏏𓈖𓀆 𓍹𓅱𓆑𓅱𓍺𓊹𓍛 𓏅𓏏𓈙 𓂧𓈖𓂂𓄓𓋴𓐪 𓅭 𓆑 𓈖𓋴𓃀,wab-nswt hm-ntjr-khwif-w khnt-sh n-sw-qd za f snb-ankh,,,,,False
TLA,TLA_EARLIER_11333,S11333,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓇋𓅱 𓏏𓊨 𓅓 𓎟𓏏 𓄊𓋴𓂋𓂡,w ast m nbt wsr,ꞽw ꜣs.t m nb.t wsr,ꞽw ꜣs.t m nb.t wsr,Isis ist die Herrin der Macht.,21881|ꞽw 271|Ꜣs.t 500292|m 81740|nb.t 49600|wsr.w,PART PROPN ADP NOUN NOUN,PTCL DIVN PREP N.f:stc N.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11333,seed,,,,,,𓇋𓅱 𓏏𓊨 𓅓 𓎟𓏏 𓄊𓋴𓂋𓂡,w ast m nbt wsr,,,,,False
TLA,TLA_EARLIER_11334,S11334,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓅃 𓉘𓊹𓂋𓄡𓊂,hrw ntjr-kht,ḥr.w nṯr(.ꞽ)-ẖ.t,ḥr.w nṯr(.ꞽ)-ẖ.t,Horus Netjeri-Chet,400034|Ḥr.w 400266|Nṯr.ꞽ-ẖ.t,NOUN PROPN,ROYLN ROYLN,,data/raw/tla_earlier/tla_earlier.parquet#row=11334,seed,,,,,,𓅃 𓉘𓊹𓂋𓄡𓊂,hrw ntjr-kht,,,,,False
TLA,TLA_EARLIER_11335,S11335,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓅓 𓂋𓈖 𓎡 𓇋𓅓𓂧𓊪𓊖,m rn k m-dp,m rn =k ꞽm(.ꞽ)-dp,m rn =k ꞽm(.ꞽ)-dp,"In deinem Namen ""Der in Dep ist"".",64362|m 94700|rn 10110|=k 856292|ꞽm.ꞽ-Dp,ADP NOUN PRON NOUN,PREP N.m:stpr -2sg.m DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=11335,seed,,,,,,𓅓 𓂋𓈖 𓎡 𓇋𓅓𓂧𓊪𓊖,m rn k m-dp,,,,,False
TLA,TLA_EARLIER_11336,S11336,Earlier Egyptian,hieroglyphic/hieratic,unknown,Early Dynastic Period,𓇩𓏜 𓃢,z npw,ꞽz ꞽnp.w,ꞽz ꞽnp.w,Kammer des Anubis/Chontamenti,31020|ꞽz 27360|Ꞽnp.w,NOUN PROPN,N.m:stc DIVN,,data/raw/tla_earlier/tla_earlier.parquet#row=11336,seed,,,,,,𓇩𓏜 𓃢,z npw,,,,,False
TLA,TLA_EARLIER_11337,S11337,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓐍𓅓𓂜𓐍𓏏𓏛𓏥𓀀 𓅓𓂝 𓎢 𓏏𓏲 𓅱𓄞𓂧𓀀𓏏,khm-kht m k tw wshdt,ḫm-ḫ.t m =k tw wšd.t(ꞽ),ḫm-ḫ.t m =k tw wšd.t(ꞽ),"O Unwissender, siehe, du bist befragt!",851894|ḫm-ꞽḫ.t 64440|m 10110|=k 174900|ṯw 50700|wšd,NOUN PART PRON PRON VERB,N.m PTCL:stpr -2sg.m =2sg.m V\res-2sg.m,,data/raw/tla_earlier/tla_earlier.parquet#row=11337,seed,,,,,,𓐍𓅓𓂜𓐍𓏏𓏛𓏥𓀀 𓅓𓂝 𓎢 𓏏𓏲 𓅱𓄞𓂧𓀀𓏏,khm-kht m k tw wshdt,,,,,False
TLA,TLA_EARLIER_11338,S11338,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓄿𓎼𓃀𓈗 𓍹𓊪𓊪𓇋𓇋𓍺 𓍹𓇳𓄤𓂓𓍺 𓅓 𓋴𓐍𓏏𓊵𓏏𓊪𓏊𓏐𓏒,agbw ppy nfr-ka-raw m skht-htp,ꜣgb(.w) ppy nfr-kꜣ-rꜥw m sḫ.t-ḥtp,ꜣgb(.w) ppy nfr-kꜣ-rꜥw m sḫ.t-ḥtp,Pepi Neferkare's (Wasser-)Fülle ist im Opfergefilde.,314|ꜣgb.w 400313|Ppy 400330|Nfr-kꜣ-Rꜥw 400007|m 141600|sḫ.t-ḥtp,NOUN PROPN PROPN ADP NOUN,N.m:stc ROYLN ROYLN PREP N.f,,data/raw/tla_earlier/tla_earlier.parquet#row=11338,seed,,,,,,𓄿𓎼𓃀𓈗 𓍹𓊪𓊪𓇋𓇋𓍺 𓍹𓇳𓄤𓂓𓍺 𓅓 𓋴𓐍𓏏𓊵𓏏𓊪𓏊𓏐𓏒,agbw ppy nfr-ka-raw m skht-htp,,,,,False
TLA,TLA_EARLIER_11339,S11339,Earlier Egyptian,hieroglyphic/hieratic,unknown,Middle Kingdom,𓋴𓌮𓅓𓏛 𓂋𓏤 𓆑 𓂋 𓆓𓂧𓂧𓏏 𓈖 𓆑 𓌳𓁹𓄿𓏲 𓅓 𓄔𓅓𓅱,sshm r f r djddt n f maw m sdjmw,sšm rʾ =f r ḏdd.t n =f mꜣ.w m sḏm.w,sšm rʾ =f r ḏdd.t n =f mꜣ.w m sḏm.w,"Wer seine Sprache (wörtl.: Mund) richtet nach dem, was ihm gesagt worden ist, wird als ein Gehorchender betrachtet.",144980|sšmi̯ 92560|rʾ 10050|=f 91903|r 185810|ḏd 400055|n 10050|=f 66270|mꜣꜣ 500292|m 150560|sḏm,VERB NOUN PRON ADP VERB ADP PRON VERB ADP VERB,V\ptcp.act.m.sg N.m:stpr -3sg.m PREP V\ptcp.pass.f.sg PREP:stpr -3sg.m V\res-3sg.m PREP V\ptcp.act.m.sg,,data/raw/tla_earlier/tla_earlier.parquet#row=11339,seed,,,,,,𓋴𓌮𓅓𓏛 𓂋𓏤 𓆑 𓂋 𓆓𓂧𓂧𓏏 𓈖 𓆑 𓌳𓁹𓄿𓏲 𓅓 𓄔𓅓𓅱,sshm r f r djddt n f maw m sdjmw,,,,,False
TLA,TLA_EARLIER_11340,S11340,Earlier Egyptian,hieroglyphic/hieratic,unknown,Old Kingdom,𓇓𓏏𓂋𓐍 𓇋𓌳𓐍𓄪𓅱𓐍𓂋𓎟𓆑 𓐍𓂋𓊹 𓎡𓄿𓇋,r-kht-nswt makhw-khr-nbf makhw-khr-ntjr ka,(ꞽ)r(.ꞽ-ꞽ)ḫ(.t)-nswt ꞽmꜣḫ.w-ḫr-nb=f ꞽmꜣḫ.w-ḫr-nṯr kꜣꞽ,(ꞽ)r(.ꞽ-ꞽ)ḫ(.t)-nswt ꞽmꜣḫ.w-ḫr-nb=f ꞽmꜣḫ.w-ḫr-nṯr kꜣꞽ,"Der Verwalter des Königsvermögens, Versorgter bei seinem Herrn und Versorgter beim Gott, Kai.",95740|ꞽr.ꞽ-ꞽḫ.t-nswt 850522|ꞽmꜣḫ.w-ḫr-nb=f 850536|ꞽmꜣḫ.w-ḫr-nṯr 400246|Kꜣꞽ,NOUN NOUN NOUN PROPN,TITL TITL TITL PERSN,,data/raw/tla_earlier/tla_earlier.parquet#row=11340,seed,,,,,,𓇓𓏏𓂋𓐍 𓇋𓌳𓐍𓄪𓅱𓐍𓂋𓎟𓆑 𓐍𓂋𓊹 𓎡𓄿𓇋,r-kht-nswt makhw-khr-nbf makhw-khr-ntjr ka,,,,,False
